Feature,KS Statistic,KS p-value,Jensen-Shannon Distance,Wasserstein Distance
node0_node0.MemFree,0.2981698848276332,1.1997469584206245e-38,0.25256819488240606,0.5137217723234112
node7_node7.branch-misses,0.2790855313021768,7.909281892435869e-34,0.19734734143012939,0.2684243988650405
node0_node0.MemAvailable,0.29805762798397484,1.2836469279844568e-38,0.25254793510867507,0.513722349358433
node5_node5.branch-misses,0.2825424242798671,1.123883844138113e-34,0.21051561036741323,0.27214163621268905
node2_node2.Active-anon,0.2980681767096231,1.2755207667074847e-38,0.2524294720690493,0.5137450012970161
node1_node1.Active,0.29811628678547664,1.2391030015028918e-38,0.25442420400012117,0.513821452148883
node3_node3.Active,0.2981002500935255,1.2511259415493738e-38,0.2523325840644861,0.5138514949639348
node0_node0.branch-misses,0.28273289285886105,1.0085651080506843e-34,0.20935254661738448,0.27091667011991016
node5_node5.MemAvailable,0.29810025009352537,1.2511259415494573e-38,0.252267711057147,0.5142114133743724
node3_node3.AnonPages,0.2981002500935255,1.2511259415493738e-38,0.2519400392572763,0.5138592231860797
node6_node6.Active,0.29811628678547664,1.2391030015028918e-38,0.25179256489516166,0.5141501616953863
node2_node2.MemFree,0.29806817670962305,1.2755207667075272e-38,0.251309758170479,0.5136031421894413
node7_node7.Active,0.2981002500935255,1.2511259415493738e-38,0.25235746152947847,0.514196266913414
node2_node2.branch-misses,0.27825316783817766,1.2603916487580013e-33,0.2063761785437059,0.277162050799902
node0_node0.AnonPages,0.2980681767096231,1.2755207667074847e-38,0.2528365062664422,0.5138265574964451
node3_node3.branch-misses,0.2844868074548008,3.7080228199052535e-35,0.20794044867331427,0.26478172175175185
node0_node0.instructions,0.2937156279140444,1.71672386069759e-37,0.2613939770181776,0.3978790129603212
node5_node5.MemFree,0.29810025009352537,1.2511259415494573e-38,0.25187377262048866,0.514210551284757
node1_node1.branch-misses,0.2794587458728522,6.414875855715438e-34,0.20518264578771983,0.26740836805000023
node6_node6.Active-anon,0.29811628678547664,1.2391030015028918e-38,0.25164741579663746,0.5141523607936183
node3_node3.MemAvailable,0.29806817670962305,1.2755207667075272e-38,0.2519355996017165,0.5137262069717451
node1_node1.MemFree,0.29810025009352537,1.2511259415494573e-38,0.25412031366714766,0.513747659268136
node3_node3.Active-anon,0.2981002500935255,1.2511259415493738e-38,0.25203233189299784,0.513853688299995
node6_node6.branch-misses,0.28064855011216483,3.283763612718347e-34,0.2100704135344623,0.26984313491647255
node1_node1.MemAvailable,0.29810025009352537,1.2511259415494573e-38,0.25396171056893874,0.5137486469821204
node2_node2.AnonPages,0.2980681767096231,1.2755207667074847e-38,0.25166328650863634,0.5137503657675032
node0_node0.Active-anon,0.2980681767096231,1.2755207667074847e-38,0.25299395692236737,0.5138199057346533
node5_node5.AnonPages,0.298148360169379,1.2154005629165077e-38,0.25203229265099564,0.5142844868905508
node7_node7.Active-anon,0.2981002500935255,1.2511259415493738e-38,0.2518120470762945,0.5141984069860875
node3_node3.socket1.temp,0.10976967761254142,1.557040877327645e-05,0.14269446268681088,0.3454589907556355
node2_node2.cache-misses,0.3023165198695928,9.689177856806909e-40,0.29266649576982934,0.5368277089592993
node0_node0.Active,0.2980681767096231,1.2755207667074847e-38,0.25337435541237985,0.5138177692826762
node4_node4.MemFree,0.29869557942013947,8.738905517065935e-39,0.2518277253081312,0.5138760031544408
node1_node1.AnonPages,0.29811628678547664,1.2391030015028918e-38,0.25320231401033694,0.5138277639793659
node4_node4.AnonPages,0.2980521400176719,1.2878948847501809e-38,0.2522642897728998,0.5140028988338841
node4_node4.branch-misses,0.284129793886445,4.548133852520503e-35,0.20382839839588265,0.2629033837637414
node2_node2.MemAvailable,0.29806817670962305,1.2755207667075272e-38,0.2513072012023268,0.5136039640467898
node5_node5.instructions,0.2936374161787087,1.7981384190114573e-37,0.26576250939309204,0.4023459148730024
node5_node5.Active-anon,0.29813232347742785,1.2271949053944802e-38,0.25226180583048374,0.5142797069945002
node4_node4.socket1.temp,0.10773765128712853,2.3966346959975416e-05,0.14811240833826617,0.34488060575009416
node2_node2.socket1.temp,0.10986040979794565,1.5270545141559587e-05,0.1368804720858831,0.34232617915757435
node1_node1.socket1.temp,0.1142491068745618,5.847211342430609e-06,0.15347813794157,0.3576161057925238
node6_node6.MemFree,0.2986689940025401,8.88022001164641e-39,0.25129954347642525,0.5140575562951524
node3_node3.socket0.temp,0.2869751565352017,8.864184983367214e-36,0.25882513173982935,0.5125845147390712
node3_node3.cache-misses,0.3023685733942868,9.385648885171541e-40,0.2930454851504594,0.5395397957458958
node6_node6.MemAvailable,0.2985086270830283,9.78212969242553e-39,0.25170111537635964,0.5140584549755081
node6_node6.socket1.temp,0.11625415343749113,3.723894761253336e-06,0.1336037447286822,0.352296862149857
node3_node3.instructions,0.29344300415087426,2.0175168971739692e-37,0.2673069186447887,0.3989335202074933
node5_node5.cache-misses,0.30120141112373305,1.9132749714525734e-39,0.2950813747640741,0.5320742212364422
node4_node4.cache-misses,0.3049590577996555,1.911138033900851e-40,0.2912508057450323,0.534563218377692
